x,y,value
-13166314.1569,4054525.075,36038
-13161034.1569,4064665.075,65535
-13160884.1569,4056595.075,65535
-13157434.1569,4048435.075,65535
-13162414.1569,4048825.075,154
-13163434.1569,4056265.075,36997
-13163104.1569,4052845.075,36038
-13160614.1569,4059595.075,65535
-13158244.1569,4045765.075,65535
-13166854.1569,4060945.075,65535
-13161244.1569,4056505.075,154
-13160104.1569,4045975.075,65535
-13159084.1569,4055185.075,65535
-13156114.1569,4061035.075,65535
-13158274.1569,4064395.075,65535
-13161604.1569,4055755.075,154
-13166704.1569,4052725.075,36026
-13156804.1569,4060375.075,65535
-13157494.1569,4047625.075,65535
-13162324.1569,4049935.075,154
-13164154.1569,4049455.075,154
-13156384.1569,4055755.075,65535
-13163314.1569,4055935.075,36038
-13158724.1569,4063525.075,65535
-13160044.1569,4055965.075,154
-13165174.1569,4061125.075,154
-13167994.1569,4046035.075,65535
-13168474.1569,4060585.075,65535
-13168804.1569,4064455.075,65535
-13158004.1569,4050685.075,36038
-13165534.1569,4055035.075,36038
-13162294.1569,4053115.075,36026
-13162564.1569,4047085.075,154
-13169164.1569,4057285.075,65535
-13156594.1569,4061155.075,65535
-13160134.1569,4046815.075,65535
-13163434.1569,4055605.075,36038
-13167214.1569,4046425.075,65535
-13169794.1569,4064485.075,65535
-13160224.1569,4059715.075,65535
-13161094.1569,4047745.075,65535
-13167274.1569,4059655.075,65535
-13159594.1569,4057405.075,65535
-13162624.1569,4047985.075,154
-13157074.1569,4060255.075,65535
-13169314.1569,4045255.075,65535
-13168864.1569,4055425.075,65535
-13158214.1569,4051045.075,36038
-13169014.1569,4053175.075,65535
-13162084.1569,4048345.075,154
-13157974.1569,4059115.075,65535
-13158184.1569,4054345.075,65535
-13156144.1569,4046995.075,65535
-13161214.1569,4054465.075,154
-13158334.1569,4048705.075,65535
-13164424.1569,4059175.075,154
-13163104.1569,4048375.075,154
-13160404.1569,4052455.075,36038
-13169794.1569,4052695.075,65535
-13166434.1569,4055215.075,36038
-13158754.1569,4059895.075,65535
-13168594.1569,4056745.075,65535
-13158724.1569,4048735.075,154
-13166554.1569,4059745.075,65535
-13161694.1569,4050625.075,154
-13163224.1569,4047235.075,154
-13160644.1569,4047415.075,65535
-13157614.1569,4054285.075,65535
-13168744.1569,4058125.075,65535
-13156834.1569,4049725.075,35989
-13167544.1569,4063225.075,65535
-13165114.1569,4048195.075,154
-13157704.1569,4059775.075,65535
-13166944.1569,4060405.075,65535
-13159474.1569,4046275.075,65535
-13167544.1569,4045855.075,65535
-13161244.1569,4058335.075,65535
-13156084.1569,4057585.075,65535
-13169344.1569,4052665.075,65535
-13167064.1569,4046935.075,65535
-13165504.1569,4046455.075,65535
-13167784.1569,4057285.075,65535
-13162984.1569,4053505.075,35988
-13160554.1569,4058485.075,65535
-13168594.1569,4050535.075,154
-13166614.1569,4058155.075,36038
-13168654.1569,4052695.075,154
-13163704.1569,4064485.075,37682
-13162624.1569,4059025.075,65535
-13168474.1569,4054075.075,65535
-13160224.1569,4059505.075,65535
-13162624.1569,4058515.075,65535
-13167724.1569,4063585.075,65535
-13165714.1569,4062745.075,65535
-13157224.1569,4064485.075,65535
-13157044.1569,4048375.075,65535
-13166374.1569,4060225.075,65535
-13159804.1569,4048615.075,65535
-13156324.1569,4061275.075,65535
-13167334.1569,4060405.075,65535
-13161664.1569,4052095.075,36026
-13160014.1569,4045855.075,65535
-13163194.1569,4051915.075,154
-13157614.1569,4050295.075,36026
-13165174.1569,4060255.075,154
-13160044.1569,4047265.075,65535
-13169104.1569,4052125.075,65535
-13168984.1569,4064665.075,65535
-13163374.1569,4056115.075,36038
-13156324.1569,4051855.075,65535
-13168564.1569,4061395.075,65535
-13162984.1569,4056295.075,36038
-13160584.1569,4061755.075,65535
-13168774.1569,4046605.075,65535
-13162534.1569,4049515.075,154
-13157314.1569,4055275.075,65535
-13156774.1569,4063405.075,65535
-13156594.1569,4052425.075,65535
-13155964.1569,4050715.075,65535
-13165984.1569,4045135.075,65535
-13166674.1569,4063885.075,65535
-13164724.1569,4050445.075,154
-13161934.1569,4045225.075,65535
-13161634.1569,4062565.075,65535
-13166254.1569,4056745.075,36038
-13156264.1569,4054975.075,65535
-13159474.1569,4056115.075,65535
-13162594.1569,4055725.075,36038
-13162714.1569,4062955.075,37682
-13160344.1569,4058215.075,65535
-13169464.1569,4052815.075,65535
-13156084.1569,4053115.075,65535
-13167364.1569,4061515.075,65535
-13157884.1569,4063045.075,65535
-13161394.1569,4061245.075,65535
-13164334.1569,4053325.075,35988
-13157464.1569,4063465.075,65535
-13163614.1569,4063855.075,37682
-13158004.1569,4053715.075,65535
-13164694.1569,4050205.075,154
-13163374.1569,4051345.075,154
-13164064.1569,4061755.075,154
-13156834.1569,4059985.075,65535
-13169824.1569,4052275.075,65535
-13157044.1569,4055155.075,65535
-13167454.1569,4048585.075,65535
-13161154.1569,4056805.075,65535
-13167184.1569,4061845.075,65535
-13163794.1569,4045585.075,154
-13167784.1569,4059505.075,65535
-13158574.1569,4064695.075,65535
-13158934.1569,4062895.075,65535
-13160974.1569,4058095.075,65535
-13165474.1569,4056055.075,36038
-13158694.1569,4049455.075,36026
-13161844.1569,4060345.075,65535
-13169164.1569,4045285.075,65535
-13160434.1569,4047295.075,65535
-13164094.1569,4062295.075,37681
-13155994.1569,4057675.075,65535
-13169344.1569,4059025.075,65535
-13169314.1569,4059295.075,65535
-13162504.1569,4057885.075,154
-13164934.1569,4056625.075,36038
-13169944.1569,4058695.075,65535
-13159534.1569,4047055.075,65535
-13164874.1569,4045435.075,65535
-13166464.1569,4063855.075,65535
-13167124.1569,4048615.075,65535
-13165564.1569,4062355.075,65535
-13156894.1569,4057225.075,65535
-13155994.1569,4056805.075,65535
-13159624.1569,4054795.075,35988
-13164064.1569,4057465.075,35998
-13169074.1569,4053295.075,65535
-13158454.1569,4050625.075,36038
-13160614.1569,4057885.075,65535
-13160584.1569,4050715.075,154
-13163194.1569,4057195.075,36038
-13169074.1569,4046545.075,65535
-13163764.1569,4054255.075,36038
-13157944.1569,4064335.075,65535
-13159624.1569,4051855.075,35988
-13161214.1569,4046875.075,65535
-13165414.1569,4055815.075,36038
-13157974.1569,4059595.075,65535
-13169554.1569,4053805.075,65535
-13155964.1569,4058335.075,65535
-13157374.1569,4061215.075,65535
-13168294.1569,4063135.075,65535
-13158064.1569,4048165.075,65535
-13159474.1569,4063255.075,65535
-13169464.1569,4054285.075,65535
-13163374.1569,4047475.075,154
-13169134.1569,4057105.075,65535
-13169914.1569,4056985.075,65535
-13158364.1569,4051555.075,36020
-13163134.1569,4046905.075,154
-13168534.1569,4046185.075,65535
-13166584.1569,4045255.075,65535
-13164694.1569,4060465.075,154
-13166494.1569,4057555.075,36038
-13164364.1569,4046605.075,154
-13159744.1569,4058485.075,65535
-13168984.1569,4050115.075,154
-13164094.1569,4060555.075,154
-13165624.1569,4045795.075,65535
-13157074.1569,4057555.075,65535
-13166794.1569,4059415.075,65535
-13165324.1569,4053265.075,36038
-13167184.1569,4049815.075,65535
-13169134.1569,4051375.075,154
-13169614.1569,4055155.075,65535
-13162954.1569,4045705.075,36024
-13157044.1569,4058845.075,65535
-13165624.1569,4053265.075,35988
-13156834.1569,4047055.075,65535
-13169824.1569,4045495.075,65535
-13164544.1569,4050115.075,154
-13166824.1569,4064185.075,65535
-13167064.1569,4046425.075,65535
-13155964.1569,4062745.075,65535
-13160194.1569,4058275.075,65535
-13164304.1569,4049215.075,154
-13164784.1569,4059475.075,154
-13163914.1569,4051255.075,154
-13165414.1569,4053205.075,36038
-13156354.1569,4045585.075,65535
-13165804.1569,4049155.075,154
-13161634.1569,4060465.075,65535
-13160284.1569,4045375.075,65535
-13167274.1569,4062985.075,65535
-13163524.1569,4046905.075,154
-13157494.1569,4061605.075,65535
-13166764.1569,4048765.075,65535
-13169074.1569,4054105.075,65535
-13166674.1569,4056175.075,36038
-13166914.1569,4052575.075,154
-13159594.1569,4053625.075,35984
-13156384.1569,4064395.075,65535
-13161004.1569,4053895.075,154
-13160914.1569,4060255.075,65535
-13162534.1569,4049935.075,154
-13163104.1569,4053985.075,36038
-13159984.1569,4058365.075,65535
-13163374.1569,4055395.075,36038
-13156294.1569,4049635.075,36038
-13163254.1569,4046275.075,154
-13163254.1569,4057645.075,154
-13169044.1569,4049635.075,65535
-13158994.1569,4048225.075,65535
-13159624.1569,4053475.075,154
-13155994.1569,4046035.075,65535
-13164064.1569,4061365.075,154
-13165714.1569,4047655.075,65535
-13156804.1569,4050235.075,35989
-13162414.1569,4058665.075,65535
-13169134.1569,4048675.075,65535
-13159594.1569,4051375.075,154
-13161394.1569,4047325.075,154
-13161334.1569,4056805.075,65535
-13163974.1569,4055995.075,36048
-13163794.1569,4053415.075,36038
-13158244.1569,4056505.075,65535
-13167634.1569,4054105.075,65535
-13158514.1569,4063075.075,65535
-13162654.1569,4052185.075,36048
-13157014.1569,4052785.075,154
-13169404.1569,4061095.075,65535
-13159414.1569,4061605.075,65535
-13165474.1569,4059835.075,65535
-13169794.1569,4054255.075,65535
-13169524.1569,4053775.075,65535
-13164124.1569,4047025.075,154
-13161574.1569,4061425.075,65535
-13158784.1569,4049605.075,36026
-13158784.1569,4050055.075,36038
-13160614.1569,4045735.075,65535
-13161454.1569,4051285.075,664
-13169644.1569,4048315.075,65535
-13156054.1569,4063165.075,65535
-13162684.1569,4053805.075,35988
-13157584.1569,4046305.075,65535
-13156114.1569,4056145.075,65535
-13161304.1569,4054735.075,36024
-13161064.1569,4052755.075,154
-13157914.1569,4051975.075,36026
-13167994.1569,4054765.075,65535
-13167124.1569,4058245.075,36038
-13165084.1569,4064125.075,65535
-13163164.1569,4050085.075,154
-13157104.1569,4052515.075,154
-13164154.1569,4060855.075,37681
-13158634.1569,4050595.075,36038
-13160284.1569,4059595.075,65535
-13159204.1569,4051105.075,36038
-13161394.1569,4054075.075,154
-13169464.1569,4052275.075,65535
-13158124.1569,4064695.075,65535
-13165084.1569,4051555.075,154
-13157644.1569,4053445.075,65535
-13158154.1569,4060435.075,65535
-13161424.1569,4060135.075,65535
-13164364.1569,4063465.075,65535
-13161934.1569,4063105.075,65535
-13166944.1569,4061605.075,65535
-13167394.1569,4058125.075,36038
-13159804.1569,4053115.075,35981
-13164334.1569,4060825.075,154
-13169674.1569,4060165.075,65535
-13165234.1569,4050805.075,154
-13164754.1569,4061185.075,154
-13169704.1569,4047025.075,65535
-13157854.1569,4054975.075,65535
-13159264.1569,4054165.075,36038
-13169854.1569,4052305.075,65535
-13166824.1569,4048525.075,65535
-13166404.1569,4046005.075,65535
-13161724.1569,4060975.075,65535
-13165624.1569,4050895.075,154
-13163584.1569,4061875.075,38055
-13164574.1569,4060945.075,154
-13166194.1569,4047775.075,65535
-13164544.1569,4051405.075,154
-13169524.1569,4058065.075,65535
-13157644.1569,4054015.075,65535
-13162054.1569,4055545.075,36024
-13158184.1569,4055215.075,65535
-13165204.1569,4063975.075,65535
-13168564.1569,4060495.075,65535
-13159504.1569,4045315.075,65535
-13165354.1569,4054075.075,36038
-13157734.1569,4061065.075,65535
-13164694.1569,4051675.075,154
-13161184.1569,4050685.075,35988
-13158994.1569,4055635.075,65535
-13167124.1569,4050955.075,154
-13160614.1569,4059895.075,65535
-13167664.1569,4045255.075,65535
-13167364.1569,4060135.075,65535
-13157464.1569,4058665.075,65535
-13162204.1569,4049335.075,154
-13165774.1569,4062325.075,65535
-13163104.1569,4054525.075,36048
-13160464.1569,4061335.075,65535
-13169704.1569,4047085.075,65535
-13164424.1569,4062145.075,154
-13157074.1569,4060825.075,65535
-13165504.1569,4053835.075,36038
-13160734.1569,4049035.075,154
-13169434.1569,4054255.075,65535
-13167214.1569,4047775.075,65535
-13166014.1569,4060975.075,65535
-13160554.1569,4052515.075,154
-13156114.1569,4063555.075,65535
-13165474.1569,4052905.075,36038
-13168384.1569,4049095.075,65535
-13162804.1569,4047415.075,154
-13166644.1569,4059535.075,65535
-13166284.1569,4046635.075,65535
-13158154.1569,4061605.075,65535
-13163494.1569,4063135.075,37682
-13159744.1569,4060165.075,65535
-13158004.1569,4052545.075,36038
-13159174.1569,4059655.075,65535
-13162804.1569,4063405.075,37737
-13158094.1569,4056115.075,65535
-13157614.1569,4053895.075,65535
-13163554.1569,4048495.075,154
-13159204.1569,4056535.075,65535
-13161514.1569,4057705.075,65535
-13168024.1569,4062805.075,65535
-13167124.1569,4058605.075,36038
-13160674.1569,4057285.075,65535
-13166974.1569,4054405.075,65535
-13160584.1569,4051285.075,154
-13166584.1569,4044985.075,65535
-13157134.1569,4048105.075,65535
-13161664.1569,4054615.075,154
-13162894.1569,4048135.075,154
-13161544.1569,4052245.075,154
-13156594.1569,4052875.075,65535
-13157014.1569,4058335.075,65535
-13158244.1569,4060795.075,65535
-13161544.1569,4058365.075,65535
-13165024.1569,4060915.075,154
-13156564.1569,4052155.075,65535
-13159774.1569,4046605.075,65535
-13164364.1569,4056175.075,36038
-13164664.1569,4064395.075,65535
-13159024.1569,4053895.075,36026
-13165504.1569,4054765.075,36038
-13169884.1569,4046245.075,65535
-13156564.1569,4050535.075,35989
-13166014.1569,4056355.075,36038
-13158784.1569,4046965.075,65535
-13161304.1569,4045825.075,65535
-13168144.1569,4061065.075,65535
-13167304.1569,4055605.075,65535
-13164064.1569,4049305.075,154
-13159234.1569,4058935.075,65535
-13164244.1569,4064665.075,37682
-13165264.1569,4062115.075,37681
-13156834.1569,4062115.075,65535
-13168264.1569,4063015.075,65535
-13164874.1569,4049785.075,154
-13169164.1569,4048075.075,65535
-13168024.1569,4056895.075,65535
-13168264.1569,4058365.075,65535
-13157944.1569,4053235.075,154
-13169944.1569,4060555.075,65535
-13162564.1569,4052455.075,154
-13163284.1569,4052305.075,35981
-13167694.1569,4060915.075,65535
-13161244.1569,4057135.075,65535
-13166554.1569,4061245.075,65535
-13158964.1569,4054405.075,36038
-13156294.1569,4048705.075,65535
-13162654.1569,4052155.075,36048
-13169164.1569,4063105.075,65535
-13169344.1569,4050445.075,154
-13166104.1569,4064725.075,65535
-13159414.1569,4050115.075,36038
-13163074.1569,4053505.075,36038
-13162534.1569,4055215.075,154
-13162654.1569,4054675.075,36048
-13159564.1569,4044805.075,65535
-13163434.1569,4057735.075,36026
-13167694.1569,4060525.075,65535
-13163734.1569,4053595.075,36038
-13167724.1569,4045705.075,65535
-13156414.1569,4060525.075,65535
-13160254.1569,4054525.075,154
-13156714.1569,4062625.075,65535
-13167154.1569,4048615.075,65535
-13160974.1569,4059865.075,65535
-13166554.1569,4046875.075,65535
-13163914.1569,4056925.075,36038
-13164994.1569,4060285.075,154
-13167454.1569,4045015.075,65535
-13166824.1569,4048705.075,65535
-13158484.1569,4056385.075,65535
-13158304.1569,4047355.075,65535
-13158454.1569,4058905.075,65535
-13157674.1569,4051285.075,36038
-13162894.1569,4048735.075,154
-13165054.1569,4050085.075,154
-13156444.1569,4054465.075,65535
-13159864.1569,4051855.075,36038
-13156924.1569,4049545.075,35989
-13163734.1569,4057735.075,36026
-13156954.1569,4062505.075,65535
-13156264.1569,4055425.075,65535
-13167214.1569,4053355.075,154
-13158814.1569,4064725.075,65535
-13160494.1569,4049755.075,154
-13160164.1569,4063585.075,65535
-13159744.1569,4057645.075,65535
-13161604.1569,4054165.075,36024
-13163164.1569,4062595.075,37682
-13158064.1569,4054645.075,65535
-13162924.1569,4059325.075,65535
-13160044.1569,4061365.075,65535
-13166554.1569,4056265.075,36038
-13169794.1569,4057375.075,65535
-13158694.1569,4062835.075,65535
-13164004.1569,4062655.075,37709
-13161364.1569,4047805.075,154
-13162834.1569,4059145.075,65535
-13161844.1569,4048315.075,154
-13163044.1569,4044985.075,65535
-13160014.1569,4049965.075,36038
-13167244.1569,4064275.075,65535
-13159174.1569,4054855.075,65535
-13166254.1569,4049425.075,154
-13165804.1569,4059985.075,65535
-13161094.1569,4058185.075,65535
-13156834.1569,4056025.075,65535
-13165204.1569,4060105.075,154
-13162024.1569,4060645.075,65535
-13162984.1569,4049635.075,154
-13165654.1569,4053745.075,36038
-13158214.1569,4062265.075,65535
-13165084.1569,4063585.075,65535
-13157344.1569,4061305.075,65535
-13169764.1569,4050985.075,65535
-13157284.1569,4050505.075,35988
-13158634.1569,4056625.075,65535
-13169734.1569,4054045.075,65535
-13167634.1569,4059205.075,65535
-13169674.1569,4060015.075,65535
-13158604.1569,4056025.075,65535
-13168264.1569,4062625.075,65535
-13159144.1569,4064305.075,65535
-13163434.1569,4064245.075,37682
-13160524.1569,4063795.075,65535
-13168744.1569,4053745.075,65535
-13161364.1569,4049275.075,154
-13165834.1569,4046215.075,65535
-13156984.1569,4056985.075,65535
-13167904.1569,4064185.075,65535
-13158964.1569,4047925.075,65535
-13160524.1569,4057855.075,65535
-13162234.1569,4054975.075,36026
-13157104.1569,4054735.075,65535
-13157914.1569,4050175.075,36026
-13161514.1569,4049185.075,154
-13166764.1569,4049485.075,154
-13157344.1569,4064155.075,65535
-13167544.1569,4048675.075,65535
-13160974.1569,4063495.075,65535
-13164904.1569,4064425.075,65535
-13160554.1569,4056295.075,154
-13162534.1569,4045855.075,38435
-13165144.1569,4047655.075,154
-13157344.1569,4058155.075,65535
-13167904.1569,4053805.075,65535
-13156864.1569,4063435.075,65535
-13164874.1569,4063975.075,65535
-13163974.1569,4061425.075,154
-13166944.1569,4055065.075,65535
-13161184.1569,4049575.075,154
-13167694.1569,4061935.075,65535
-13165024.1569,4052245.075,154
-13169584.1569,4054855.075,65535
-13158154.1569,4053205.075,154
-13166704.1569,4057495.075,36038
-13157224.1569,4050685.075,36038
-13165144.1569,4053295.075,35988
-13161124.1569,4054525.075,154
-13167034.1569,4059535.075,65535
-13159954.1569,4058245.075,65535
-13163734.1569,4056085.075,36011
-13168984.1569,4050235.075,154
-13162294.1569,4062775.075,37682
-13161004.1569,4048375.075,65535
-13166284.1569,4047325.075,65535
-13164844.1569,4054525.075,36038
-13164964.1569,4059445.075,154
-13157374.1569,4054915.075,65535
-13163374.1569,4058875.075,65535
-13163944.1569,4061395.075,154
-13159894.1569,4049245.075,154
-13169344.1569,4054105.075,65535
-13156564.1569,4051795.075,65535
-13159654.1569,4050025.075,36038
-13160854.1569,4063285.075,65535
-13165354.1569,4052035.075,154
-13163614.1569,4055125.075,36038
-13161244.1569,4044985.075,65535
-13160794.1569,4047415.075,65535
-13165624.1569,4064335.075,65535
-13156264.1569,4062985.075,65535
-13165684.1569,4062985.075,65535
-13167064.1569,4045765.075,65535
-13166524.1569,4047625.075,65535
-13158844.1569,4064515.075,65535
-13168354.1569,4060075.075,65535
-13168984.1569,4052815.075,65535
-13165204.1569,4061515.075,154
-13156384.1569,4054855.075,65535
-13161634.1569,4046455.075,65535
-13162744.1569,4051255.075,154
-13159984.1569,4052065.075,36038
-13166884.1569,4060015.075,65535
-13161034.1569,4056205.075,154
-13162354.1569,4046635.075,154
-13161454.1569,4051195.075,154
-13158664.1569,4045825.075,65535
-13160464.1569,4063615.075,65535
-13158514.1569,4055995.075,65535
-13168744.1569,4054135.075,65535
-13156414.1569,4051045.075,65535
-13157074.1569,4054885.075,65535
-13157824.1569,4058785.075,65535
-13167754.1569,4054135.075,65535
-13163224.1569,4056355.075,36038
-13160374.1569,4056835.075,65535
-13159054.1569,4052065.075,36024
-13165114.1569,4052485.075,36048
-13158124.1569,4051675.075,36020
-13169584.1569,4051315.075,65535
-13168294.1569,4058725.075,65535
-13165414.1569,4047685.075,154
-13160554.1569,4057465.075,65535
-13167274.1569,4062445.075,65535
-13158514.1569,4059895.075,65535
-13160644.1569,4048585.075,65535
-13168294.1569,4064545.075,65535
-13165414.1569,4052035.075,154
-13157734.1569,4057225.075,65535
-13159894.1569,4061785.075,65535
-13156924.1569,4047595.075,65535
-13162744.1569,4060225.075,65535
-13164394.1569,4056445.075,36038
-13162264.1569,4048075.075,154
-13164634.1569,4054405.075,36038
-13166224.1569,4051015.075,154
-13162714.1569,4050985.075,154
-13159774.1569,4057045.075,65535
-13165534.1569,4063645.075,65535
-13158694.1569,4054435.075,65535
-13166044.1569,4055185.075,36038
-13158904.1569,4051795.075,154
-13161664.1569,4062415.075,65535
-13168384.1569,4062985.075,65535
-13163464.1569,4059955.075,154
-13164394.1569,4053595.075,36038
-13163194.1569,4050175.075,154
-13163194.1569,4046875.075,154
-13163914.1569,4056505.075,36038
-13166404.1569,4057825.075,36038
-13160794.1569,4061125.075,65535
-13168204.1569,4053955.075,65535
-13156504.1569,4052545.075,65535
-13168624.1569,4046935.075,65535
-13168414.1569,4060555.075,65535
-13156504.1569,4057735.075,65535
-13159534.1569,4047025.075,65535
-13158874.1569,4052245.075,36038
-13164274.1569,4061575.075,154
-13167424.1569,4048045.075,65535
-13169134.1569,4052275.075,65535
-13161634.1569,4049425.075,154
-13169164.1569,4058365.075,65535
-13168204.1569,4045675.075,65535
-13167544.1569,4059235.075,65535
-13157104.1569,4057315.075,65535
-13156744.1569,4050625.075,35989
-13162474.1569,4048435.075,154
-13166284.1569,4052245.075,154
-13168054.1569,4056325.075,65535
-13169584.1569,4051195.075,65535
-13160944.1569,4047475.075,65535
-13159954.1569,4047205.075,65535
-13163014.1569,4051165.075,154
-13169074.1569,4057495.075,65535
-13164934.1569,4061005.075,154
-13169104.1569,4061005.075,65535
-13156024.1569,4058755.075,65535
-13162444.1569,4062175.075,65535
-13160344.1569,4061005.075,65535
-13161844.1569,4050085.075,154
-13158604.1569,4063525.075,65535
-13168984.1569,4064455.075,65535
-13161514.1569,4046605.075,65535
-13160314.1569,4062025.075,65535
-13166854.1569,4063135.075,65535
-13169854.1569,4054795.075,65535
-13164964.1569,4060225.075,154
-13163404.1569,4049725.075,154
-13166434.1569,4044985.075,65535
-13162864.1569,4058755.075,65535
-13168294.1569,4045975.075,65535
-13159984.1569,4061275.075,65535
-13156864.1569,4048945.075,36038
-13161274.1569,4045165.075,65535
-13169314.1569,4046875.075,65535
-13158034.1569,4056265.075,65535
-13162504.1569,4056535.075,25264
-13167514.1569,4062475.075,65535
-13158784.1569,4057405.075,65535
-13157044.1569,4061875.075,65535
-13159684.1569,4057585.075,65535
-13165654.1569,4045435.075,65535
-13165204.1569,4049875.075,154
-13157104.1569,4048975.075,36038
-13159384.1569,4058725.075,65535
-13156114.1569,4059145.075,65535
-13164124.1569,4045045.075,154
-13157374.1569,4053115.075,65535
-13156924.1569,4057645.075,65535
-13163284.1569,4052245.075,35981
-13164274.1569,4055395.075,35988
-13167154.1569,4050655.075,154
-13163314.1569,4057675.075,154
-13155934.1569,4048195.075,65535
-13164994.1569,4057405.075,36038
-13163584.1569,4058335.075,154
-13169164.1569,4048375.075,65535
-13165234.1569,4057015.075,36038
-13168144.1569,4049365.075,65535
-13159714.1569,4057165.075,65535
-13157074.1569,4053745.075,65535
-13158694.1569,4056175.075,65535
-13159114.1569,4051015.075,36038
-13167274.1569,4063345.075,65535
-13167124.1569,4064125.075,65535
-13164214.1569,4056505.075,36038
-13156984.1569,4061455.075,65535
-13156504.1569,4051075.075,65535
-13161514.1569,4056925.075,65535
-13158124.1569,4063105.075,65535
-13156594.1569,4064005.075,65535
-13160434.1569,4064665.075,65535
-13165834.1569,4048585.075,154
-13161784.1569,4046725.075,65535
-13168354.1569,4063255.075,65535
-13167784.1569,4060405.075,65535
-13168474.1569,4054645.075,65535
-13167094.1569,4062475.075,65535
-13156744.1569,4063405.075,65535
-13168744.1569,4054615.075,65535
-13167664.1569,4062685.075,65535
-13157524.1569,4052785.075,36026
-13163404.1569,4049515.075,154
-13158094.1569,4046545.075,65535
-13168504.1569,4062295.075,65535
-13160074.1569,4050115.075,154
-13159594.1569,4044835.075,65535
-13167394.1569,4062535.075,65535
-13161304.1569,4058185.075,65535
-13163494.1569,4051345.075,36026
-13159894.1569,4048675.075,38428
-13156834.1569,4055905.075,65535
-13166014.1569,4047445.075,65535
-13167454.1569,4047835.075,65535
-13164274.1569,4052755.075,36038
-13161214.1569,4056085.075,154
-13160854.1569,4048975.075,154
-13166584.1569,4064725.075,65535
-13156084.1569,4049155.075,36024
-13165954.1569,4059445.075,65535
-13164694.1569,4054255.075,36038
-13157644.1569,4055335.075,65535
-13159294.1569,4053625.075,36038
-13164724.1569,4049755.075,154
-13158394.1569,4062715.075,65535
-13168204.1569,4049515.075,65535
-13162744.1569,4050775.075,154
-13168924.1569,4052695.075,65535
-13157044.1569,4049785.075,35989
-13163494.1569,4046245.075,154
-13161094.1569,4063855.075,65535
-13164934.1569,4049845.075,154
-13159144.1569,4064125.075,65535
-13156384.1569,4057615.075,65535
-13166644.1569,4054195.075,35988
-13165684.1569,4062265.075,65535
-13163854.1569,4053895.075,36038
-13164634.1569,4045795.075,154
-13167814.1569,4063135.075,65535
-13161874.1569,4063915.075,65535
-13161664.1569,4051585.075,36013
-13163764.1569,4060675.075,154
-13161214.1569,4051195.075,36026
-13156534.1569,4045645.075,65535
-13168144.1569,4047415.075,65535
-13159384.1569,4049845.075,36038
-13156414.1569,4045885.075,65535
-13160344.1569,4049965.075,154
-13160224.1569,4047325.075,65535
-13164094.1569,4055485.075,36038
-13159804.1569,4048015.075,65535
-13169074.1569,4052755.075,65535
-13161514.1569,4045945.075,65535
-13166074.1569,4060525.075,65535
-13159594.1569,4046905.075,65535
-13161214.1569,4053025.075,154
-13168864.1569,4052395.075,65535
-13156024.1569,4047505.075,65535
-13165384.1569,4051855.075,154
-13167004.1569,4050175.075,154
-13169014.1569,4058125.075,65535
-13161274.1569,4052695.075,154
-13163044.1569,4055545.075,36038
-13167754.1569,4048255.075,65535
-13167034.1569,4054465.075,65535
-13158664.1569,4054945.075,65535
-13164244.1569,4051315.075,154
-13164694.1569,4061995.075,154
-13168414.1569,4051825.075,154
-13169224.1569,4057315.075,65535
-13168354.1569,4049005.075,65535
-13166914.1569,4048615.075,65535
-13165984.1569,4061365.075,65535
-13167724.1569,4052935.075,154
-13166104.1569,4056295.075,36038
-13161244.1569,4053835.075,154
-13156804.1569,4058755.075,65535
-13164334.1569,4059025.075,696
-13168564.1569,4061275.075,65535
-13157884.1569,4050955.075,36038
-13158094.1569,4061815.075,65535
-13169884.1569,4045825.075,65535
-13163734.1569,4060585.075,154
-13166164.1569,4062535.075,65535
-13159264.1569,4047385.075,65535
-13156924.1569,4054885.075,65535
-13165804.1569,4054255.075,36038
-13159474.1569,4057435.075,65535
-13166464.1569,4054765.075,36038
-13165084.1569,4054315.075,36038
-13164154.1569,4062655.075,37709
-13156984.1569,4062985.075,65535
-13167844.1569,4061515.075,65535
-13156084.1569,4052935.075,65535
-13159444.1569,4049935.075,36038
-13167094.1569,4052785.075,154
-13156894.1569,4047445.075,65535
-13165084.1569,4047055.075,154
-13157644.1569,4062805.075,65535
-13163764.1569,4062865.075,37682
-13160914.1569,4051945.075,154
-13162474.1569,4058095.075,65535
-13165294.1569,4055695.075,36038
-13166284.1569,4062415.075,65535
-13160764.1569,4051555.075,154
-13162354.1569,4055785.075,36038
-13166524.1569,4049395.075,65535
-13157884.1569,4049335.075,35988
-13169254.1569,4062145.075,65535
-13156714.1569,4057615.075,65535
-13168624.1569,4061125.075,65535
-13164244.1569,4056445.075,36038
-13161184.1569,4054885.075,154
-13159534.1569,4048645.075,38109
-13162384.1569,4048765.075,154
-13158034.1569,4052335.075,36026
-13162204.1569,4050625.075,154
-13163194.1569,4057915.075,154
-13164964.1569,4051945.075,154
-13158784.1569,4060615.075,65535
-13161754.1569,4062505.075,65535
-13165924.1569,4063795.075,65535
-13168654.1569,4059805.075,65535
-13165744.1569,4046965.075,65535
-13159294.1569,4060645.075,65535
-13169314.1569,4057375.075,65535
-13156894.1569,4054195.075,65535
-13156414.1569,4051675.075,65535
-13162264.1569,4059625.075,65535
-13159144.1569,4064035.075,65535
